AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BYR,BZD,CAD,CDF,CHF,CLF,CLP,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LTL,LVL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,STD,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VND,VUV,WST,XAF,XAG,XAU,XCD,XDR,XOF,XPF,YER,ZAR,ZMK,ZMW,ZWL,date
3.673103,89.94647,113.916199,411.319711,1.801762,430.904022,130.398818,1.43867,1.7975,1.697158,1.910513,2.018481,94.422357,1.913199,0.377008,2059.273441,1,1.384642,6.873004,5.357803,0.999668,4.6909419e-05,79.75433,12.606767,2.523932,19600,2.015082,1.285125,2002.498985,0.96434,0.033955,936.92976,6.751054,4467.8,671.417268,1,26.5,107.709064,24.042968,177.719747,7.283501,54.344938,145.897995,18.959903,15,52.589745,0.97815,2.19595,0.842337,0.82957,2.939623,0.842337,8.272591,0.842337,54.090321,8655.504869,7.732778,209.153647,7.849255,24.590708,7.355103,117.235181,390.495056,14989,3.43723,0.842337,79.72275,1459.090376,42349.999752,136.449975,0.842337,152.43719,0.708956,136.434497,118.670203,80.421701,4093.755189,464.625015,899.999992,1310.801353,0.30712,0.83304,477.91198,15052.11335,1511.531361,354.882099,152.497632,15.839669,2.95274,0.60489,4.874575,10.201618,19.304497,4203.815496,60.283046,1850.939399,3144.659992,8.082365,356.999828,45.399409,15.349931,1026.104539,20.4657,4.453497,63.829763,15.840208,415.249961,35.844412,9.839575,127.605642,1.59804,0.385019,0.999668,3.915624,3.522511,55.860159,229.805419,4.62055,6886.453327,3.640972,4.824802,114.814994,58.502326,1032.606572,3.757877,8.159969,13.377498,456.447226,10.190065,1.38609,1.377404,13170.000185,584.50008,23.789504,20697.981008,8.747424,2512.529433,16.762787,36.709501,10.09685,3.51,3.063503,2.34345,17.834198,6.798763,29.833019,2331.340999,36.558141,3846.326668,1,41.803423,10963.84789,23390,118.896025,2.72097,640.751956,0.054337,0.000582,2.70255,0.759966,640.751956,113.150212,250.250266,16.794298,9001.20406,16.320381,321.999592,2022-07-25
3.673097,90.3548,114.860672,409.430003,1.801842,430.90405,130.603199,1.440745,1.7975,1.697254,1.92649,2.018951,94.705373,1.927961,0.376932,2059.818957,1,1.388335,6.883538,5.343394,0.999872,4.7762321e-05,79.690609,12.641076,2.523862,19600,2.015504,1.28706,2002.507894,0.964355,0.033442,923.098774,6.760697,4441.48,671.552259,1,26.5,108.610857,24.253977,178.008924,7.344049,54.3192,146.316019,18.921501,15,52.602858,0.986575,2.1988,0.842337,0.83246,2.939776,0.842337,8.274283,0.842337,54.089636,8656.757582,7.734307,209.169252,7.849245,24.598367,7.416803,116.363815,394.296991,14998.85,3.44557,0.842337,79.77355,1459.407813,42349.999898,137.250309,0.842337,152.846153,0.709023,136.464976,118.600677,80.960403,4095.623652,464.624962,899.999992,1308.969671,0.30728,0.83321,480.009456,15059.297492,1511.892451,354.958088,152.496659,15.839794,2.95274,0.60489,4.880273,10.257577,19.298287,4212.227771,60.690681,1851.335953,3144.659992,8.083864,356.999828,44.700124,15.350423,1026.314234,20.4392,4.455988,63.830132,15.839816,415.249676,35.902209,9.873598,127.504112,1.603835,0.385063,0.999872,3.915793,3.523965,55.415498,232.854329,4.67975,6896.534741,3.641022,4.866,115.894964,60.5501,1033.032944,3.757543,8.159969,12.796961,456.507104,10.30751,1.388705,1.377402,13170.000022,584.500338,24.182497,20697.981008,8.748756,2512.529433,16.784768,36.694502,10.199068,3.51,3.063502,2.341802,17.851699,6.786231,29.9377,2331.796984,36.796785,3844.646041,1,41.811627,10959.201363,23373,118.896025,2.72097,646.123008,0.053489,0.000581,2.70255,0.75757,646.116644,113.150089,250.249983,16.871302,9001.195602,16.798558,321.999592,2022-07-26
